,timestamp,sensor_name,sensor_readings
0,2019-08-06T00:00:00Z,sensor_1,0.3033736333425896
1,2019-08-06T00:00:00Z,sensor_2,0.35199479393574196
2,2019-08-06T00:00:00Z,sensor_3,0.0
3,2019-08-06T00:00:00Z,sensor_4,0.0
4,2019-08-06T00:01:00Z,sensor_1,0.3050621216411169
5,2019-08-06T00:01:00Z,sensor_2,0.3545366901569773
6,2019-08-06T00:01:00Z,sensor_3,0.0
7,2019-08-06T00:01:00Z,sensor_4,0.0
8,2019-08-06T00:02:00Z,sensor_1,0.3034655712625802
9,2019-08-06T00:02:00Z,sensor_2,0.3531004758606038
10,2019-08-06T00:02:00Z,sensor_3,0.0
11,2019-08-06T00:02:00Z,sensor_4,0.0
12,2019-08-06T00:03:00Z,sensor_1,0.30496275905791403
13,2019-08-06T00:03:00Z,sensor_2,0.3545992579399464
14,2019-08-06T00:03:00Z,sensor_3,0.0
15,2019-08-06T00:03:00Z,sensor_4,0.0
16,2019-08-06T00:04:00Z,sensor_1,0.3041442610281482
17,2019-08-06T00:04:00Z,sensor_2,0.35496458580129575
18,2019-08-06T00:04:00Z,sensor_3,0.0
19,2019-08-06T00:04:00Z,sensor_4,0.0
20,2019-08-06T00:05:00Z,sensor_1,0.3031194134371433
21,2019-08-06T00:05:00Z,sensor_2,0.35509719550569585
22,2019-08-06T00:05:00Z,sensor_3,0.0
23,2019-08-06T00:05:00Z,sensor_4,0.0
24,2019-08-06T00:06:00Z,sensor_1,0.3020794816367427
25,2019-08-06T00:06:00Z,sensor_2,0.35610060696468615
26,2019-08-06T00:06:00Z,sensor_3,0.0
27,2019-08-06T00:06:00Z,sensor_4,0.0
28,2019-08-06T00:07:00Z,sensor_1,0.30337183417694646
29,2019-08-06T00:07:00Z,sensor_2,0.35374349410574646
30,2019-08-06T00:07:00Z,sensor_3,0.0
31,2019-08-06T00:07:00Z,sensor_4,0.0
32,2019-08-06T00:08:00Z,sensor_1,0.30220362830365444
33,2019-08-06T00:08:00Z,sensor_2,0.3531018049481711
34,2019-08-06T00:08:00Z,sensor_3,0.0
35,2019-08-06T00:08:00Z,sensor_4,0.0
36,2019-08-06T00:09:00Z,sensor_1,0.3038543340255879
