timestamp,opticalLFiltered,opticalRFiltered,pumpPressure,rotational,vibrationHorizon
2021-02-18T13:50:00Z,0.09391688834982063,0.081610582,0.9593658583144566,0.004735046793306885,0.9347845556551376
2021-02-18T14:00:00Z,0.08763391964414748,0.08519213099999999,0.95770617764882,0.027995249906611428,0.9338749440381748
2021-02-18T14:10:00Z,0.10873942929927302,0.117380384,0.9542035002357117,0.0494876081496989,0.9239416418963576
2021-02-18T14:20:00Z,0.12701360365484193,0.145632013,0.9476006152469834,0.07905882243729474,0.944029789344303
2021-02-18T14:30:00Z,0.1566276360228549,0.138405762,0.9510689206959236,0.08817170394715729,0.9236886437692932
2021-02-18T14:40:00Z,0.1877328010856564,0.16473542,0.9460848583779904,0.11464336247445632,0.9389655338302848
2021-02-18T14:50:00Z,0.18429710015916007,0.207364749,0.956399247997854,0.12827458517896664,0.9193991156156754
2021-02-18T15:00:00Z,0.2093828352107288,0.223915542,0.9399795189120236,0.14000911887161774,0.9081314339608152
2021-02-18T15:10:00Z,0.2233497209853584,0.241404526,0.9403758527779652,0.17550224361125846,0.914016752535456
2021-02-18T15:20:00Z,0.2720642299521614,0.273615214,0.950020246107779,0.18000830945387022,0.9491199806066724
2021-02-18T15:30:00Z,0.2676267124459554,0.260410843,0.9412319013286726,0.27653938021199265,0.7988521963937465
2021-02-18T15:40:00Z,0.2937230906585841,0.317245961,0.9375198238001214,0.2545812993236917,0.7015012874529996
2021-02-18T15:50:00Z,0.3227865828954524,0.309378191,0.93078440183365,0.2957651549829329,0.7925328774790015
2021-02-18T16:00:00Z,0.33398297542406064,0.338940394,0.9400652266895484,0.29401175587954964,0.7675307944105422
2021-02-18T16:10:00Z,0.3737828946338145,0.336248788,0.9237960194165334,0.2603706623323805,0.7577501452992323
2021-02-18T16:20:00Z,0.3829246188520676,0.358652469,0.9381559780266824,0.25675799705782804,0.7674449630599391
2021-02-18T16:30:00Z,0.3793228878827449,0.409850221,0.9377709517076928,0.2782246736357635,0.735371839122854
2021-02-18T16:40:00Z,0.4378180751567909,0.409600842,0.9327770858774888,0.2564728158661441,0.7016524732372751
2021-02-18T16:50:00Z,0.4324200832668216,0.441193678,0.9244672092119876,0.2681484384266523,0.7461762400836334
2021-02-18T17:00:00Z,0.437136492138413,0.445788072,0.9254078906542282,0.2589328020686783,0.7144077012652689
2021-02-18T17:10:00Z,0.4886700500238354,0.467313708,0.9271873678578656,0.3028532384179635,0.7726562743768886
2021-02-18T17:20:00Z,0.4766977614600807,0.5075285070000001,0.9198800840434151,0.2949814095455789,0.7945888989671333
2021-02-18T17:30:00Z,0.493735809818455,0.530485888,0.9163590940915431,0.3035212041322382,0.7544948091955869
2021-02-18T17:40:00Z,0.5285607855585198,0.51644118,0.9224189192528894,0.2597988696180699,0.7678880259990993
2021-02-18T17:50:00Z,0.5662849310336977,0.5608471079999999,0.9043629630368359,0.2870345636062966,0.7260463288604692
2021-02-18T18:00:00Z,0.5795244743569404,0.590602387,0.9090708818382276,0.2681179640862065,0.7110117072526523
2021-02-18T18:10:00Z,0.593851395952224,0.56637388,0.8859818620867019,0.2924656108308029,0.7537503636126324
2021-02-18T18:20:00Z,0.5685364063836211,0.593302509,0.8530303242345962,0.2670811716148508,0.7417088216058509
2021-02-18T18:30:00Z,0.6043981785069115,0.624879747,0.8161658056199549,0.30194836434627537,0.7080259790843677
2021-02-18T18:40:00Z,0.6248069260899063,0.589053658,0.8060447889445974,0.27806436516511257,0.7020232072071866
2021-02-18T18:50:00Z,0.6201247053939446,0.599838851,0.7759185988334895,0.28548999638727024,0.4144755814766047
2021-02-18T19:00:00Z,0.6227517307071516,0.608865401,0.7512398375611106,0.28512619948156404,0.460052302866253
2021-02-18T19:10:00Z,0.6511306513377652,0.630060876,0.7069463715211681,0.284275761453035,0.4841275692049951
2021-02-18T19:20:00Z,0.6500381002668838,0.64028382,0.6907084015718006,0.2654526774465529,0.44747349300011735
2021-02-18T19:30:00Z,0.6516522894054803,0.639274077,0.658229967334006,0.2756349897836743,0.4873425615650894
2021-02-18T19:40:00Z,0.6415219231647331,0.665623642,0.6325685919809195,0.2698637867819847,0.4538110448792775
2021-02-18T19:50:00Z,0.6625500073284123,0.68934263,0.6002590733070037,0.2737903762881366,0.4119275340935997
2021-02-18T20:00:00Z,0.6941490942221542,0.682723457,0.578811876703458,0.3041081148906212,0.4476753781945619
2021-02-18T20:10:00Z,0.6797740735609199,0.699370163,0.5454206889851156,0.2971176028521924,0.4961070015211331
2021-02-18T20:20:00Z,0.7079610245346907,0.710786635,0.5263306938881261,0.3140574593895081,0.41714671901007855
2021-02-18T20:30:00Z,0.7209616774334232,0.68083641,0.4926541800317654,0.29301069475122016,0.41413033698298185
2021-02-18T20:40:00Z,0.6962270001858546,0.695630341,0.4560030502405254,0.299913739963296,0.4194291404179422
2021-02-18T20:50:00Z,0.7303196097168565,0.716917562,0.4400706271378416,0.2765651446099678,0.4489946911003641
2021-02-18T21:00:00Z,0.7214031590759946,0.748708651,0.3960814727997359,0.2835885762152168,0.4979656106883348
2021-02-18T21:10:00Z,0.7259190682644563,0.7383510940000001,0.3833136442768529,0.2849313476692557,0.4734138783188339
2021-02-18T21:20:00Z,0.71990446537012,0.754856302,0.3422452790993171,0.3108570322116628,0.4559172498165111
2021-02-18T21:30:00Z,0.749035943626047,0.7345469370000001,0.31697850819601503,0.29335454620977314,0.4450322365547062
2021-02-18T21:40:00Z,0.7364383252059807,0.740624029,0.28626298952997925,0.2876692916626135,0.4983283047952637
2021-02-18T21:50:00Z,0.7669407056925792,0.778279101,0.2659783096809561,0.31607832819799675,0.4621204502155488
2021-02-18T22:00:00Z,0.7637418919638848,0.778254995,0.2433975796439179,0.31208253186088464,0.4841134461790719
2021-02-18T22:10:00Z,0.8003894817867997,0.790730508,0.2567503658525798,0.3160212485030037,0.4499184337448615
