timestamp,value
2014-12-07T21:00:00Z,7290.097928
2014-12-07T22:00:00Z,7884.497323
2014-12-07T23:00:00Z,7605.065118
2014-12-08T00:00:00Z,7418.215576
2014-12-08T01:00:00Z,7486.128082
2014-12-08T02:00:00Z,7467.915208
2014-12-08T03:00:00Z,7470.288553
2014-12-08T04:00:00Z,7751.240935
2014-12-08T05:00:00Z,7784.169607
2014-12-08T06:00:00Z,7681.673989
2014-12-08T07:00:00Z,7822.336314
2014-12-08T08:00:00Z,7831.180296
2014-12-08T09:00:00Z,7964.88443
2014-12-08T10:00:00Z,8237.408889
2014-12-08T11:00:00Z,8247.678317
2014-12-08T12:00:00Z,8122.365292
2014-12-08T13:00:00Z,8145.125359
2014-12-08T14:00:00Z,7942.432904
2014-12-08T15:00:00Z,7935.873182
2014-12-08T16:00:00Z,8261.927423
2014-12-08T17:00:00Z,8144.938466
2014-12-08T18:00:00Z,8387.899197
2014-12-08T19:00:00Z,8448.729256
2014-12-08T20:00:00Z,8391.952306
2014-12-08T21:00:00Z,8731.699247
2014-12-08T22:00:00Z,8836.455969
2014-12-08T23:00:00Z,9097.202752
2014-12-09T00:00:00Z,9083.969935
2014-12-09T01:00:00Z,8969.279541
2014-12-09T02:00:00Z,8918.326889
2014-12-09T03:00:00Z,8846.074158
2014-12-09T04:00:00Z,8929.763238
2014-12-09T05:00:00Z,9005.208386
2014-12-09T06:00:00Z,9053.575141
2014-12-09T07:00:00Z,9197.388326
2014-12-09T08:00:00Z,9422.874631
2014-12-09T09:00:00Z,9666.732511
2014-12-09T10:00:00Z,10100.75076
2014-12-09T11:00:00Z,10091.24892
2014-12-09T12:00:00Z,10173.66065
2014-12-09T13:00:00Z,10477.55611
2014-12-09T14:00:00Z,10334.75018
2014-12-09T15:00:00Z,10413.17586
2014-12-09T16:00:00Z,10313.70004
2014-12-09T17:00:00Z,9997.494534
2014-12-09T18:00:00Z,9837.368111
2014-12-09T19:00:00Z,9751.293791
2014-12-09T20:00:00Z,9872.045525
2014-12-09T21:00:00Z,10021.89702
2014-12-09T22:00:00Z,10257.42957
2014-12-09T23:00:00Z,10437.24833
2014-12-10T00:00:00Z,10355.81575
2014-12-10T01:00:00Z,10449.25236
2014-12-10T02:00:00Z,10549.61763
2014-12-10T03:00:00Z,10808.0651
2014-12-10T04:00:00Z,10860.54588
2014-12-10T05:00:00Z,10820.76503
2014-12-10T06:00:00Z,11004.049
2014-12-10T07:00:00Z,10906.34632
2014-12-10T08:00:00Z,11282.66529
2014-12-10T09:00:00Z,11419.19026
2014-12-10T10:00:00Z,11306.32088
2014-12-10T11:00:00Z,11433.90239
2014-12-10T12:00:00Z,11160.85874
2014-12-10T13:00:00Z,11114.11495
2014-12-10T14:00:00Z,11204.71609
2014-12-10T15:00:00Z,11289.61061
2014-12-10T16:00:00Z,11587.73058
2014-12-10T17:00:00Z,11680.44317
2014-12-10T18:00:00Z,11771.76082
2014-12-10T19:00:00Z,11674.9766
2014-12-10T20:00:00Z,11522.03012
2014-12-10T21:00:00Z,11533.36265
2014-12-10T22:00:00Z,11434.37364
2014-12-10T23:00:00Z,11500.31976
2014-12-11T00:00:00Z,11601.65637
2014-12-11T01:00:00Z,11696.80943
2014-12-11T02:00:00Z,11945.50051
2014-12-11T03:00:00Z,11752.38128
2014-12-11T04:00:00Z,11871.66518
2014-12-11T05:00:00Z,11754.76451
2014-12-11T06:00:00Z,11504.51971
2014-12-11T07:00:00Z,11520.50696
2014-12-11T08:00:00Z,11452.38427
2014-12-11T09:00:00Z,11573.2969
2014-12-11T10:00:00Z,11506.70194
2014-12-11T11:00:00Z,11895.03577
2014-12-11T12:00:00Z,11855.31856
2014-12-11T13:00:00Z,11602.29164
2014-12-11T14:00:00Z,11741.45084
2014-12-11T15:00:00Z,11788.96646
2014-12-11T16:00:00Z,12029.82003
2014-12-11T17:00:00Z,12389.62219
2014-12-11T18:00:00Z,12482.07537
2014-12-11T19:00:00Z,12293.14765
2014-12-11T20:00:00Z,12088.4687
2014-12-11T21:00:00Z,11807.22774
2014-12-11T22:00:00Z,11502.00438
2014-12-11T23:00:00Z,11333.07276
2014-12-12T00:00:00Z,11192.56202
2014-12-12T01:00:00Z,11237.8105
2014-12-12T02:00:00Z,11525.69083
2014-12-12T03:00:00Z,11546.06667
2014-12-12T04:00:00Z,11560.40439
2014-12-12T05:00:00Z,11550.80117
2014-12-12T06:00:00Z,11293.36837
2014-12-12T07:00:00Z,11449.5337
2014-12-12T08:00:00Z,11439.20584
2014-12-12T09:00:00Z,11507.2234
2014-12-12T10:00:00Z,11721.87881
2014-12-12T11:00:00Z,11745.30383
2014-12-12T12:00:00Z,12068.5432
2014-12-12T13:00:00Z,11888.80476
2014-12-12T14:00:00Z,11904.90136
2014-12-12T15:00:00Z,11709.56701
2014-12-12T16:00:00Z,11481.96881
2014-12-12T17:00:00Z,11783.41344
2014-12-12T18:00:00Z,11609.29357
2014-12-12T19:00:00Z,11712.22788
2014-12-12T20:00:00Z,11699.64078
2014-12-12T21:00:00Z,11483.79586
2014-12-12T22:00:00Z,11664.22546
2014-12-12T23:00:00Z,11551.55645
2014-12-13T00:00:00Z,11517.43889
2014-12-13T01:00:00Z,11614.09427
2014-12-13T02:00:00Z,11542.0924
2014-12-13T03:00:00Z,11449.71585
2014-12-13T04:00:00Z,11563.73041
2014-12-13T05:00:00Z,11408.02151
2014-12-13T06:00:00Z,11205.41865
2014-12-13T07:00:00Z,11042.31244
2014-12-13T08:00:00Z,10891.23828
2014-12-13T09:00:00Z,10965.55781
2014-12-13T10:00:00Z,10962.66126
2014-12-13T11:00:00Z,11300.65813
2014-12-13T12:00:00Z,11357.44913
2014-12-13T13:00:00Z,11316.23405
2014-12-13T14:00:00Z,11549.4834
2014-12-13T15:00:00Z,11256.04718
2014-12-13T16:00:00Z,11204.87282
2014-12-13T17:00:00Z,11262.698
2014-12-13T18:00:00Z,10965.49407
2014-12-13T19:00:00Z,11074.95195
2014-12-13T20:00:00Z,11026.13679
2014-12-13T21:00:00Z,10883.03631
2014-12-13T22:00:00Z,10977.01493
2014-12-13T23:00:00Z,10975.42311
2014-12-14T00:00:00Z,10886.84826
2014-12-14T01:00:00Z,10997.99842
2014-12-14T02:00:00Z,10924.48139
2014-12-14T03:00:00Z,10869.56585
2014-12-14T04:00:00Z,10994.66815
2014-12-14T05:00:00Z,11082.96443
2014-12-14T06:00:00Z,10960.09478
2014-12-14T07:00:00Z,11039.8768
2014-12-14T08:00:00Z,11029.86401
2014-12-14T09:00:00Z,10862.54706
2014-12-14T10:00:00Z,11296.8057
2014-12-14T11:00:00Z,11405.3598
